uid,from_uid,benchmark,contiguous_direction,file_name_1,file_name_2,file_name_3,file_name_4,io_bandwidth,lustre_stripe_count,lustre_stripe_size,max_memory_usage,max_nodes,mpi_backend,mpi_number_of_nodes,mpi_processes_per_node,number_of_traces,samples_per_trace,unsorted_order
4355,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,2348.789754,8,1,2147483648,16,slurm,4,1,2048,2048,RANDOM
4356,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,548.941872,8,1,2147483648,16,slurm,4,1,4096,256,UNIFORM
4357,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,620.433545,8,1,2147483648,16,slurm,4,1,4096,256,UNIFORM_REVERSE
4358,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1256.236321,8,1,2147483648,16,slurm,4,1,4096,256,RANDOM
4359,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,2162.091604,8,1,2147483648,16,slurm,4,1,4096,512,UNIFORM
4360,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1009.955118,8,1,2147483648,16,slurm,4,1,4096,512,UNIFORM_REVERSE
4361,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1074.527727,8,1,2147483648,16,slurm,4,1,4096,512,RANDOM
4362,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1822.924153,8,1,2147483648,16,slurm,4,1,4096,1024,UNIFORM
4363,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,2112.875623,8,1,2147483648,16,slurm,4,1,4096,1024,UNIFORM_REVERSE
4364,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,2541.585805,8,1,2147483648,16,slurm,4,1,4096,1024,RANDOM
4365,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,2999.163382,8,1,2147483648,16,slurm,4,1,4096,2048,UNIFORM
4366,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,2631.227886,8,1,2147483648,16,slurm,4,1,4096,2048,UNIFORM_REVERSE
4367,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,2075.196142,8,1,2147483648,16,slurm,4,1,4096,2048,RANDOM
4368,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,500.688235,8,256,2147483648,16,slurm,4,1,512,256,UNIFORM
4369,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,443.131465,8,256,2147483648,16,slurm,4,1,512,256,UNIFORM_REVERSE
4370,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,471.806408,8,256,2147483648,16,slurm,4,1,512,256,RANDOM
4371,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,736.86769,8,256,2147483648,16,slurm,4,1,512,512,UNIFORM
4372,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,681.356146,8,256,2147483648,16,slurm,4,1,512,512,UNIFORM_REVERSE
4373,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,590.41218,8,256,2147483648,16,slurm,4,1,512,512,RANDOM
4374,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,970.441317,8,256,2147483648,16,slurm,4,1,512,1024,UNIFORM
4375,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,365.862478,8,256,2147483648,16,slurm,4,1,512,1024,UNIFORM_REVERSE
4376,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,818.957168,8,256,2147483648,16,slurm,4,1,512,1024,RANDOM
4377,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1210.295958,8,256,2147483648,16,slurm,4,1,512,2048,UNIFORM
4378,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,651.533955,8,256,2147483648,16,slurm,4,1,512,2048,UNIFORM_REVERSE
4379,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1120.614745,8,256,2147483648,16,slurm,4,1,512,2048,RANDOM
4380,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,489.019526,8,256,2147483648,16,slurm,4,1,1024,256,UNIFORM
4381,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,687.423027,8,256,2147483648,16,slurm,4,1,1024,256,UNIFORM_REVERSE
4382,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,713.983119,8,256,2147483648,16,slurm,4,1,1024,256,RANDOM
4383,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1001.59986,8,256,2147483648,16,slurm,4,1,1024,512,UNIFORM
4384,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,509.788887,8,256,2147483648,16,slurm,4,1,1024,512,UNIFORM_REVERSE
4385,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,923.628877,8,256,2147483648,16,slurm,4,1,1024,512,RANDOM
4386,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1200.373564,8,256,2147483648,16,slurm,4,1,1024,1024,UNIFORM
4387,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1147.782552,8,256,2147483648,16,slurm,4,1,1024,1024,UNIFORM_REVERSE
4388,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1128.739106,8,256,2147483648,16,slurm,4,1,1024,1024,RANDOM
4389,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1414.226961,8,256,2147483648,16,slurm,4,1,1024,2048,UNIFORM
4390,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1233.238931,8,256,2147483648,16,slurm,4,1,1024,2048,UNIFORM_REVERSE
4391,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1005.600233,8,256,2147483648,16,slurm,4,1,1024,2048,RANDOM
4392,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1043.819648,8,256,2147483648,16,slurm,4,1,2048,256,UNIFORM
4393,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,692.279056,8,256,2147483648,16,slurm,4,1,2048,256,UNIFORM_REVERSE
4394,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,967.54613,8,256,2147483648,16,slurm,4,1,2048,256,RANDOM
4395,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,945.163938,8,256,2147483648,16,slurm,4,1,2048,512,UNIFORM
4396,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1192.298837,8,256,2147483648,16,slurm,4,1,2048,512,UNIFORM_REVERSE
4397,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,982.217132,8,256,2147483648,16,slurm,4,1,2048,512,RANDOM
4398,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1395.566334,8,256,2147483648,16,slurm,4,1,2048,1024,UNIFORM
4399,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1114.547574,8,256,2147483648,16,slurm,4,1,2048,1024,UNIFORM_REVERSE
4400,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1201.72941,8,256,2147483648,16,slurm,4,1,2048,1024,RANDOM
4401,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,933.265961,8,256,2147483648,16,slurm,4,1,2048,2048,UNIFORM
4402,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1161.950034,8,256,2147483648,16,slurm,4,1,2048,2048,UNIFORM_REVERSE
4403,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1232.666223,8,256,2147483648,16,slurm,4,1,2048,2048,RANDOM
4404,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1347.678855,8,256,2147483648,16,slurm,4,1,4096,256,UNIFORM
4405,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,877.442052,8,256,2147483648,16,slurm,4,1,4096,256,UNIFORM_REVERSE
4406,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1235.351335,8,256,2147483648,16,slurm,4,1,4096,256,RANDOM
4407,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1138.410485,8,256,2147483648,16,slurm,4,1,4096,512,UNIFORM
4408,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1068.806183,8,256,2147483648,16,slurm,4,1,4096,512,UNIFORM_REVERSE
4409,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1386.91558,8,256,2147483648,16,slurm,4,1,4096,512,RANDOM
4410,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1534.369141,8,256,2147483648,16,slurm,4,1,4096,1024,UNIFORM
4411,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,886.358692,8,256,2147483648,16,slurm,4,1,4096,1024,UNIFORM_REVERSE
4412,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1305.498508,8,256,2147483648,16,slurm,4,1,4096,1024,RANDOM
4413,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,970.348983,8,256,2147483648,16,slurm,4,1,4096,2048,UNIFORM
4414,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,911.676609,8,256,2147483648,16,slurm,4,1,4096,2048,UNIFORM_REVERSE
4415,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,665.518778,8,256,2147483648,16,slurm,4,1,4096,2048,RANDOM
4416,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,257.738004,8,512,2147483648,16,slurm,4,1,512,256,UNIFORM
4417,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,148.2894,8,512,2147483648,16,slurm,4,1,512,256,UNIFORM_REVERSE
4418,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,464.078161,8,512,2147483648,16,slurm,4,1,512,256,RANDOM
4419,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,198.978628,8,512,2147483648,16,slurm,4,1,512,512,UNIFORM
4420,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,688.082904,8,512,2147483648,16,slurm,4,1,512,512,UNIFORM_REVERSE
4421,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,627.079811,8,512,2147483648,16,slurm,4,1,512,512,RANDOM
4422,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,427.408164,8,512,2147483648,16,slurm,4,1,512,1024,UNIFORM
4423,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,916.509597,8,512,2147483648,16,slurm,4,1,512,1024,UNIFORM_REVERSE
4424,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,913.768276,8,512,2147483648,16,slurm,4,1,512,1024,RANDOM
4425,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,605.25136,8,512,2147483648,16,slurm,4,1,512,2048,UNIFORM
4426,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1056.695901,8,512,2147483648,16,slurm,4,1,512,2048,UNIFORM_REVERSE
4427,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1066.881421,8,512,2147483648,16,slurm,4,1,512,2048,RANDOM
4428,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,747.073984,8,512,2147483648,16,slurm,4,1,1024,256,UNIFORM
4429,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,705.281997,8,512,2147483648,16,slurm,4,1,1024,256,UNIFORM_REVERSE
4430,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,220.284986,8,512,2147483648,16,slurm,4,1,1024,256,RANDOM
4431,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1001.067602,8,512,2147483648,16,slurm,4,1,1024,512,UNIFORM
4432,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,766.248148,8,512,2147483648,16,slurm,4,1,1024,512,UNIFORM_REVERSE
4433,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,806.529061,8,512,2147483648,16,slurm,4,1,1024,512,RANDOM
4434,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1169.322323,8,512,2147483648,16,slurm,4,1,1024,1024,UNIFORM
4435,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1066.623448,8,512,2147483648,16,slurm,4,1,1024,1024,UNIFORM_REVERSE
4436,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1073.114201,8,512,2147483648,16,slurm,4,1,1024,1024,RANDOM
4437,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1387.425624,8,512,2147483648,16,slurm,4,1,1024,2048,UNIFORM
4438,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1223.980137,8,512,2147483648,16,slurm,4,1,1024,2048,UNIFORM_REVERSE
4439,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,1112.807119,8,512,2147483648,16,slurm,4,1,1024,2048,RANDOM
4440,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,614.436034,8,512,2147483648,16,slurm,4,1,2048,256,UNIFORM
4441,,sort,READ_CONTIGUOUS,tmp_benchmark/tmp_benchmark_file_1.segy,tmp_benchmark/tmp_benchmark_file_2.segy,tmp_benchmark/tmp_benchmark_file_3.segy,tmp_benchmark/tmp_benchmark_file_4.segy,926.692978,8,512,2147483648,16,slurm,4,1,2048,256,UNIFORM_REVERSE
